Neo Reference ID,Absolute Magnitude,Est Dia in KM(min),Close Approach Date,Relative Velocity km per sec,Miss Dist.(kilometers),Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Inclination,Asc Node Longitude,Perihelion Distance,Perihelion Arg,Mean Anomaly,Orbiting Body_Earth,Equinox_J2000,Hazardous
3713321,23.9,0.04411182,795830400,10.5995937061,58869008.0,11,1491467703,5,0.110326,4.698,2458000.5,0.2254849824771856,8.113962312011777,158.2260557876106,1.090769447365912,28.41222819732559,164.561870327472,1.0,1.0,0
3747315,26.9,0.0110803882,795830400,22.8246286413,70754448.0,5,1491467246,7,0.00602602,6.938,2458000.5,0.2997332703803507,10.27694002800109,171.1772580572293,0.5893665944383424,218.2204921071237,87.3399513801906,1.0,1.0,0
3771614,21.424,0.1379605689,795830400,20.3742223265,33566916.0,9,1497507602,6,0.0890355,4.955,2458000.5,0.1478846210086852,39.40701510140626,356.5439054824789,1.05313973556283,218.6018120381645,90.33855226043312,1.0,1.0,0
2312942,17.3,0.9216265485,797299200,22.9603499373,12975059.0,69,1491470631,0,0.0591071,3.12,2458000.5,0.7766438887734538,9.064507173740576,352.6914107643232,0.5054986650569561,299.7393341963947,191.4543290913346,1.0,1.0,0
3170221,26.5,0.0133215567,797299200,7.5164621883,35312740.0,17,1491470001,1,0.00576149,6.132,2458000.5,0.01394849751423765,4.320908199813253,264.4056022167966,0.9748774271622922,87.81644303895897,58.24402434197092,1.0,1.0,0
3601408,18.8,0.4619074603,797299200,21.5347344882,69933392.0,36,1491468628,1,0.264451,3.214,2458000.5,0.4445997797497422,40.07490632410602,190.8023227140372,1.249969644744861,16.17455002900164,217.6120228280012,1.0,1.0,0
3772759,28.15,0.0062309602,797299200,13.5922329378,48298924.0,14,1494253375,4,4.42295e-05,5.916,2458000.5,0.1458940283310568,3.174319580769291,10.44411032877468,0.8824711791485181,85.73153235954244,224.3796113696917,1.0,1.0,0
3562320,25.6,0.0201629919,797904000,14.0912031607,40237380.0,10,1491468828,7,0.024568,6.797,2458000.5,0.1986104067958223,15.29060134113289,18.63948790340435,0.691858139126041,344.8005314441176,197.2654367936369,1.0,1.0,0
3747992,25.4,0.022108281,797904000,11.1995010545,34836728.0,17,1492755619,5,0.0053862,6.79,2458000.5,0.177454625327355,1.86779849136472,150.0050896869119,0.7150686610562064,204.9786870571115,114.0409109070574,1.0,1.0,0
3719206,21.0,0.1677084622,798508800,26.0538805106,59935336.0,9,1502345951,1,0.175606,4.38,2458000.5,0.5458440282992364,10.42495328796337,114.7292730820402,0.6753990636889152,354.1692340425912,144.331764664412,1.0,1.0,0
3648769,24.0,0.0421264611,799891200,10.8435350851,46063436.0,12,1491468264,3,0.0666464,6.379,2458000.5,0.2473747528584077,7.028450269921951,204.1993482802674,0.7038679313112967,23.65247194162792,247.60414775645,1.0,1.0,0
3773650,21.494,0.1335841639,799891200,15.6786970401,29137866.0,9,1494657791,5,0.0739088,6.696,2458000.5,0.3838850579102436,10.8683759590036,100.3027572519904,0.5385227928357914,257.1689856660798,38.2553300025332,1.0,1.0,0
2088959,17.4,0.8801465209,800496000,36.9027872256,46238112.0,42,1491470901,0,0.0508661,3.58,2458000.5,0.5639780444598699,53.82827282376167,38.98727038019353,0.7515233037332082,114.9699500537067,325.3972971861633,1.0,1.0,0
3277704,22.1,0.1010543415,800496000,15.7970850712,27445294.0,18,1491469860,0,0.0549144,5.293,2458000.5,0.1538369907726766,31.0424516089619,49.31999676585112,0.9797020432957112,246.8332902517551,267.2300401028926,1.0,1.0,0
3459306,21.6,0.1272198785,800496000,20.2894533769,30440984.0,30,1491469238,0,0.0812573,5.01,2458000.5,0.4765100329390353,5.80092536793395,191.2587796617734,0.6561782958283874,147.9375112842552,281.3684518532314,1.0,1.0,0
3562321,20.5,0.2111324448,800496000,19.8548506193,22393042.0,24,1495273648,1,0.117551,6.468,2458000.5,0.526542700061064,20.13021458154914,38.78160579508243,0.424378214626492,334.98067422639,27.86736522773487,1.0,1.0,0
3728898,22.2,0.096506147,800496000,11.3966022742,34981784.0,26,1491467499,1,0.0499383,5.512,2458000.5,0.4988696932157258,10.78773208277203,16.98040476322838,0.5514073407690427,125.9795009921141,165.1195034118488,1.0,1.0,0
3484042,20.6,0.2016299194,801100800,15.4554198905,16406984.0,8,1491469122,7,0.0947896,4.044,2458000.5,0.4908497989594158,22.1301664250267,72.21757892144072,0.8460297131710548,100.3153715205702,170.8032501941032,1.0,1.0,0
3330689,24.4,0.0350392641,801100800,14.6851764215,57902824.0,16,1498025840,0,0.021176,5.17,2458000.5,0.1896829317424602,5.565071112894867,215.9032878169585,0.9996136278037018,323.5602403844879,121.6788610599896,1.0,1.0,0
3605319,18.8,0.4619074603,801100800,19.5361708097,51898464.0,29,1491468580,2,0.0613713,3.232,2458000.5,0.591282535960133,28.17732240810394,95.203000551295,0.9276200658506738,158.5215330934825,189.5306371002728,1.0,1.0,0
3694462,25.8,0.0183888672,801100800,4.8238986328,60106416.0,13,1491467875,6,0.00120536,4.769,2458000.5,0.3500664333192877,0.6544971567741348,214.1302323153935,0.887767715737998,119.6465718765472,313.2636057069759,1.0,1.0,0
3127399,24.3,0.0366906138,802569600,11.5082485302,3868730.5,12,1491470105,7,0.0222117,5.054,2458000.5,0.202625295607249,20.00369553323626,256.4453282720152,0.9996331192123424,38.56656343615317,285.6728098139616,1.0,1.0,0
3672731,26.2,0.0152951935,802569600,7.9263615697,24354582.0,12,1491468019,6,0.00634687,5.537,2458000.5,0.1197566329200361,6.507326870768589,242.5828956419752,0.9916838936130462,318.5163366159038,301.1588142652097,1.0,1.0,0
3463371,20.8,0.1838886721,802569600,19.6672789686,54831432.0,19,1491469225,1,0.113249,6.447,2458000.5,0.2991539178730141,21.03334897898406,87.57392832159935,0.6396741452705902,23.61692199702258,278.3844048313936,1.0,1.0,0
3776112,20.616,0.2001497153,802569600,17.4813559273,48423144.0,5,1502691695,5,0.317486,5.612,2458000.5,0.4054789391223797,29.97955176309085,280.3174924693282,0.6317460700053416,202.1321893156033,194.9409036905404,1.0,1.0,0
2154244,17.5,0.8405334021,803174400,16.1254927357,45024036.0,253,1491470820,0,0.0636542,3.367,2458000.5,0.5484018822965251,3.246143241153584,213.2863017826745,1.041709745961739,98.0395632854609,112.3129187151667,1.0,1.0,0
3363380,22.0,0.1058168859,803174400,13.4752350082,9816599.0,17,1491469645,7,0.0589302,5.364,2458000.5,0.30977234666475,20.01862819566331,268.0963340337385,0.7939214495671685,70.135953631271,318.6663283583578,1.0,1.0,0
3673983,23.0,0.0667659413,803174400,4.3317191588,14103325.0,11,1491467996,5,0.0949569,4.633,2458000.5,0.2318209307064729,7.096661497807136,253.4295183007643,1.104939298815686,18.92836310165708,309.8889442894267,1.0,1.0,0
3673919,21.5,0.1332155667,803174400,16.9382989689,46137780.0,50,1491468000,4,0.0738937,3.5,2458000.5,0.5261474187914922,4.440911302351275,237.8567752670393,1.024458882212282,78.24190434677628,348.3639762732325,1.0,1.0,0
3545558,27.1,0.0101054342,803779200,12.5521761782,18219530.0,14,1491469010,1,0.00108035,6.997,2458000.5,0.3884472788369994,5.059664077001305,166.1544806171286,0.5080340104651575,319.7961989090851,338.7787406603182,1.0,1.0,0
3608823,27.2,0.0096506147,803779200,12.5265347443,55870700.0,7,1491468535,7,0.00396247,6.385,2458000.5,0.3601241569688025,0.4952217100602064,323.4926064565487,0.5949216259896094,264.2658160994401,281.3559795432977,1.0,1.0,0
3775092,21.571,0.1289302951,803779200,12.8353276218,47410376.0,4,1505542719,5,0.119136,4.491,2458000.5,0.294842973658921,6.801303325578496,56.16673208709447,1.056712065099482,259.3072848150319,19.03910493734082,1.0,1.0,0
2309728,18.1,0.6376097899,805161600,15.5946377133,57920168.0,45,1491470635,0,0.243876,3.776,2458000.5,0.3929044048426266,19.80151512180682,90.671469731107,1.15783951534465,235.8207925627996,138.6044236764724,1.0,1.0,0
3007951,18.7,0.4836764882,805161600,32.1814057516,35621844.0,34,1498025840,0,0.22291,5.289,2458000.5,0.790756960368756,43.56115448362104,276.4541321668485,0.2227408180390012,160.10543676,18.81210234352095,1.0,1.0,0
2495829,18.7,0.4836764882,805161600,32.1814058882,35621840.0,37,1505283617,0,0.22291,5.289,2458000.5,0.7907569689137183,43.56115504220871,276.4541314999233,0.2227408089804583,160.1054355754493,18.8121029128578,1.0,1.0,0
3414393,20.1,0.2538370294,805766400,18.5175254845,48037404.0,28,1468908941,0,0.14088,4.574,2457600.5,0.2476966426679784,37.22407108829239,106.1303161194635,1.035508781059929,244.0632687260298,324.3908879648891,1.0,1.0,0
2470594,20.2,0.2424124811,805766400,18.5175194475,48037648.0,32,1491470354,0,0.141147,4.574,2458000.5,0.2476471761427561,37.22279206579987,106.1248590326738,1.035614874476747,244.0608253914646,208.5269511313089,1.0,1.0,0
3414402,19.7,0.3051792326,805766400,26.347867125,55637000.0,38,1491469395,1,0.200346,3.568,2458000.5,0.4364161676008859,40.75589995690742,296.3182956877208,1.06830786254198,56.56054080211472,158.0760770160067,1.0,1.0,0
2212359,16.7,1.214940408,806371200,20.2917992454,60871124.0,94,1491470725,0,0.256265,3.427,2458000.5,0.707411422929393,15.95128044364067,168.5299865401225,0.5899899877241765,167.1005289202966,255.4052559846539,1.0,1.0,0
3560054,23.7,0.0483676488,806371200,9.8307494523,48873616.0,7,1491468844,6,0.0752783,6.424,2458000.5,0.222717159391895,13.08284558438967,359.7151698871408,0.7192703415881505,330.5650246556428,325.6108650727421,1.0,1.0,0
2307070,20.7,0.1925550782,807840000,14.6993080325,44574208.0,75,1491470639,0,0.143015,4.911,2458000.5,0.249441069304206,14.97551130247512,119.3113637536016,0.983258270673526,267.3785244832686,217.173539820518,1.0,1.0,0
3008362,20.3,0.2315021222,807840000,19.8486346,72342576.0,30,1491470286,0,0.122189,4.593,2458000.5,0.2568069943428223,37.36069360524818,118.9617953672091,1.016350997198721,305.8884068834909,221.1766293872037,1.0,1.0,0
3182823,24.1,0.040230458,807840000,9.509879717,5849801.5,15,1491469966,6,0.00335624,6.997,2458000.5,0.4073193079080165,1.914256662040002,243.0519125356717,0.4920016594066053,213.6346689133144,312.2502959502082,1.0,1.0,0
3746629,27.8,0.0073207399,807840000,20.4844542549,66852456.0,9,1491467249,6,0.00229906,4.988,2458000.5,0.2969169445501015,3.648952368735195,177.7237952656623,0.9057226527824724,54.57036918965708,330.3027265993828,1.0,1.0,0
3662252,25.8,0.0183888672,807840000,19.5349282417,54720140.0,4,1491468144,6,0.0041285,4.906,2458000.5,0.3142290572731071,27.79521315206508,334.3526039521191,0.8758297880552768,239.4568280891988,128.0888492709682,1.0,1.0,0
2365449,20.5,0.2111324448,808444800,13.2016603762,66886804.0,57,1501222766,1,0.154706,6.085,2458000.5,0.5405178023526714,11.22419547692227,128.2836974696954,0.4449522594294055,358.5166597457216,266.010279771211,1.0,1.0,0
3410474,21.0,0.1677084622,808444800,24.3675548124,64415952.0,17,1491469407,2,0.164167,5.751,2458000.5,0.5920637249101245,22.48814425873502,64.94457277444644,0.416930587414573,27.71113556351528,75.87228480396955,1.0,1.0,0
3426239,20.5,0.2111324448,808444800,14.2479431871,29983460.0,19,1491469384,2,0.0640277,6.754,2458000.5,0.247892802415425,14.07363263320681,303.619451429382,0.6537617004727814,241.2457181552933,179.9242659581224,1.0,1.0,0
3623682,26.5,0.0133215567,808444800,15.4970037958,43464572.0,7,1491468439,7,0.0200872,6.076,2458000.5,0.1944668036041747,12.93289524955619,107.308006136735,0.7997670427329493,105.9025698631637,169.3102929035901,1.0,1.0,0
3724948,19.2,0.3841978911,808444800,19.8851596295,33564184.0,39,1491467556,2,0.180276,3.715,2458000.5,0.6364788257474345,12.09591999913569,242.8083220263312,0.6717343050318725,165.6231304285062,262.1602701720379,1.0,1.0,0
2099799,18.3,0.5815070396,809049600,3.6316313291,36989136.0,101,1491470893,0,0.120423,4.57,2458000.5,0.275645195703379,7.559173999677165,122.4573310894536,1.058716794207486,249.7394136036384,137.6282212657402,1.0,1.0,0
2267759,18.8,0.4619074603,809049600,10.6702066978,70651280.0,78,1491470675,0,0.236062,4.729,2458000.5,0.1843426617058004,21.21089365186563,137.0475226872611,1.120448294693052,101.1889164194012,329.0904802207054,1.0,1.0,0
3645649,24.7,0.0305179233,809049600,19.6482727113,70551696.0,13,1491468308,3,0.0285671,5.865,2458000.5,0.2030510455908618,4.22223501558565,146.24487474079,0.8309051117035368,296.9358099718218,192.950326389245,1.0,1.0,0
3761271,24.4,0.0350392641,809049600,15.8283192329,49979660.0,3,1491466976,6,0.00908397,7.176,2458000.5,0.3623412818111571,14.95651571067213,206.1288496349375,0.5130035603257895,327.946014101613,315.9645924472466,1.0,1.0,0
3150188,21.2,0.1529519353,810518400,12.8466218044,62941832.0,23,1491470060,1,0.138005,5.122,2458000.5,0.1727505558584062,25.78403060537174,157.224245276986,1.00988908243766,76.3635728090676,217.4920487687966,1.0,1.0,0
3682429,18.2,0.6089126221,810518400,13.640816033,26301152.0,15,1491467958,4,0.183099,2.929,2458000.5,0.5866239297757432,22.63213585239608,342.2124259372509,1.181324189486969,14.0525696730914,204.6427292680379,1.0,1.0,0
3691712,25.0,0.02658,810518400,1.4444125634,16750804.0,16,1491467899,4,0.0448509,5.397,2458000.5,0.1084151637830949,2.294234819308754,7.6341397453128,1.041219117101804,19.27899904590315,101.827874625062,1.0,1.0,0
3766334,23.0,0.0667659413,810518400,12.1994444643,51441896.0,5,1491466871,6,0.0896811,4.56,2458000.5,0.311335293033921,13.21059097460447,270.8048442942994,1.000383336812745,127.8868226456739,178.021335305533,1.0,1.0,0
3625128,19.9,0.2783267681,810518400,21.8235957809,65705832.0,20,1497939566,2,0.0703769,3.725,2458000.5,0.6904175453451732,4.629447663932813,153.6329593635456,0.5603542317242395,204.50578533573,7.126982341285601,1.0,1.0,0
2347634,19.5,0.3346223745,811123200,15.5196895769,63934848.0,33,1491470592,0,0.229332,5.34,2458000.5,0.5542303362728849,24.46689441089036,191.2527124013881,0.5002637810676391,29.44391572625644,256.2265857999162,1.0,1.0,0
3666733,24.8,0.0291443905,811123200,5.7721969184,60424960.0,29,1491468110,5,0.0378689,5.004,2458000.5,0.1889226522509931,0.9766283120282108,45.26691335656935,1.048481368795945,190.6591072492211,88.08560386672828,1.0,1.0,0
3771633,26.692,0.0121942467,811123200,5.985693748,30038752.0,7,1497963818,3,0.00138825,6.015,2458000.5,0.2640538859757104,1.811674081309308,185.8691790850466,0.7411996443722877,100.3230370449916,87.30597168123131,1.0,1.0,0
3684352,20.8,0.1838886721,811728000,12.2330316667,37765468.0,14,1491467944,5,0.214825,3.914,2458000.5,0.3980255376329458,22.95160410652685,344.0968673856423,1.070194766746383,64.4472866108216,69.46572316256477,1.0,1.0,0
3781651,25.187,0.024386809,811728000,20.0603526459,48875488.0,2,1506581357,6,0.0240122,6.825,2458000.5,0.3260357937467516,18.67301195226717,181.707208288901,0.5749328863057288,323.6011374134225,217.8217198282911,1.0,1.0,0
2162694,19.6,0.3195618867,813110400,24.4364336236,65340896.0,32,1506234236,0,0.22486,6.606,2458000.5,0.4224555943413243,32.22691479429755,29.79498678119862,0.5026258701335222,187.3922816371673,87.25022796535129,1.0,1.0,0
3429684,25.4,0.022108281,813110400,8.178060535,18553526.0,15,1491469364,6,0.00361704,6.246,2458000.5,0.3968356454760085,1.504765649482926,9.7503830776467,0.5747495117054323,127.4900299636265,128.5098086481505,1.0,1.0,0
3581238,20.4,0.2210828104,813110400,13.9990858768,40918004.0,24,1491468753,1,0.0511177,6.484,2458000.5,0.5147876322815463,21.09358036965412,12.96137180959469,0.4337107527547043,218.6192689166658,85.1151305460568,1.0,1.0,0
3666677,22.8,0.0732073989,813110400,10.3538812075,15399087.0,13,1491468114,6,0.0224851,5.303,2458000.5,0.2706344259804053,6.072461617563961,10.38189097684688,0.8645916055478944,81.31956727808232,307.093083653724,1.0,1.0,0
3730802,24.5,0.0334622374,813110400,7.0350792638,17480564.0,9,1491467474,6,0.025176,6.661,2458000.5,0.2499222400619662,10.80071330359576,4.523783599081487,0.6642281158110832,216.088514827759,246.4093799891688,1.0,1.0,0
3092146,24.4,0.0350392641,813715200,4.5430541949,63164000.0,13,1491470285,8,0.0247658,4.545,2450164.5,0.398751214499961,2.698883026018024,12.47108401797542,0.8748880313090469,93.6900603202154,36.039263110496,1.0,1.0,0
3471585,26.6,0.0127219879,813715200,23.6998713743,69715352.0,8,1491469175,7,0.0242782,7.499,2458000.5,0.3471995999621233,24.78037108285349,22.38391211190036,0.4960374796609523,185.4172634757048,133.4904732191777,1.0,1.0,0
3610358,18.9,0.4411182,813715200,34.718736792,56825760.0,22,1505542719,0,0.0797107,3.625,2458000.5,0.6872155315752198,27.92413357540924,30.87949107095691,0.5676411695978938,104.3815070963002,324.154910400744,1.0,1.0,0
3666785,22.3,0.0921626549,813715200,12.9802265886,25918202.0,29,1491468110,3,0.0259126,5.372,2458000.5,0.2597323195329087,5.035044225594919,28.8520216092119,0.8635369922219897,271.6146744029957,179.6031185576674,1.0,1.0,0
2355046,19.5,0.3346223745,814320000,7.5419072602,71767928.0,32,1491470579,0,0.107051,5.1,2458000.5,0.2719420423503477,14.24516858773409,98.32819872250845,0.9044807271633496,169.7281330021665,24.79516196529261,1.0,1.0,0
3072196,24.5,0.0334622374,814320000,11.2868147134,39248196.0,16,1491470189,6,0.025664,6.113,2458000.5,0.05733700568269794,11.63229032649051,357.789502255069,0.9324572731363344,306.666110975172,141.9998843908474,1.0,1.0,0
3514891,22.1,0.1010543415,814320000,23.7222056845,52415584.0,19,1491469077,1,0.095436,6.55,2458000.5,0.2448179992803084,35.31551686752507,195.1507089091169,0.6661535843704764,187.9551444288656,142.1815302614337,1.0,1.0,0
3765702,25.3,0.0231502122,814320000,11.6461113709,44981772.0,3,1491466894,6,0.0618104,6.504,2458000.5,0.1554140405300164,13.09120506329837,252.5344599430414,0.7713258206067752,344.091615887813,147.9107628630983,1.0,1.0,0
3358223,22.7,0.0766575574,815788800,10.3532420903,31336330.0,11,1491469660,6,0.0758499,6.573,2458000.5,0.3771015365758616,14.56422880798156,231.238900909218,0.5558979504550221,327.0394215010603,182.5608780679715,1.0,1.0,0
3634389,19.9,0.2783267681,815788800,23.3841231755,69361968.0,26,1491468373,1,0.076602,4.483,2458000.5,0.407681907296886,6.850632236516968,128.1993835584808,0.8766162882513069,195.7444816379013,65.68939439361333,1.0,1.0,0
3431599,20.0,0.2658,816393600,21.5761473965,36613344.0,18,1491469354,5,0.111975,3.343,2458000.5,0.6400994485240766,10.93665153288012,286.6297806146021,0.7930003407690691,198.8800731866516,227.9818461873178,1.0,1.0,0
3736387,21.0,0.1677084622,816393600,16.5015793479,28088220.0,13,1491467403,2,0.0679351,6.311,2458000.5,0.2757898058808471,19.74382384323929,58.63805153976577,0.6799356397767461,225.5447936950166,75.43067960519984,1.0,1.0,0
3565394,29.7,0.0030517923,816998400,19.1262861676,70129456.0,6,1491468810,7,0.00110619,5.481,2458000.5,0.2022066654251082,1.404650461741398,221.3622191958433,0.9093787837223068,297.5330995701773,119.5014484404572,1.0,1.0,0
3749346,23.5,0.0530340723,816998400,6.7724555122,26178680.0,25,1491467205,3,0.0565851,5.584,2458000.5,0.1140460414326024,7.05651930338303,192.9525065102372,0.9868792394130758,284.8134146915102,142.7481820673409,1.0,1.0,0
3695735,21.6,0.1272198785,816998400,8.9768962821,60527156.0,13,1497507558,2,0.318512,4.806,2458000.5,0.06950169431499868,15.62269162411454,233.8821450993128,1.266291487232994,84.04221652066524,357.8516051854995,1.0,1.0,0
3092345,18.3,0.5815070396,818380800,19.3001496201,59412452.0,22,1491470163,0,0.0624827,2.71,2458000.5,0.6758869219402301,18.47384237256166,230.8272399702529,1.049767601870554,173.863021292596,256.9953310942828,1.0,1.0,0
3529600,23.4,0.0555334912,818380800,11.1525255908,58746584.0,16,1491469041,6,0.0941106,5.075,2458000.5,0.1900530163434677,20.25673421279182,260.0125772301642,1.009738926490239,293.0934995319861,116.9081914823362,1.0,1.0,0
